,Date,Startup,Industry,Location,Investor,Type,Amount
448,30-07-2018,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000"
449,30-07-2018,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000"
450,31-07-2018,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000"
451,31-07-2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,"50,00,000"
452,01-10-2018,Northmist,Fashion,Delhi,Prashant Jaiswal,Seed/ Angel Funding,N/A
453,02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed/ Angel Funding,"1,10,00,000"
454,04-10-2018,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000"
455,05-10-2018,Droom,Automobile,Gurgaon,ZigExN,Series E,"30,00,000"
456,11-10-2018,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,"40,00,000"
457,12-10-2018,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000"
458,12-10-2018,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,"1,20,00,000"
459,01-09-2018,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000"
460,03-09-2018,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners’ global fund.,Private Equity,"22,50,00,000"
461,03-09-2018,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,"63,90,000"
462,04-09-2018,3HCare,Healthcare,Delhi,N/A,Seed / Angel Funding,"10,00,000"
463,04-09-2018,HappyGoEasy,Consumer Internet,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A
464,05-09-2018,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,"15,72,00,000"
465,05-09-2018,Mad Street Den,Technology,Chennai,KDDI ,Private Equity,N/A
466,06-09-2018,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000"
467,10-09-2018,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000"
468,11-09-2018,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,"3,20,00,000"
469,11-09-2018,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,"55,00,000"
470,11-09-2018,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000"
471,12-09-2018,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Private Equity,"3,00,00,000"
472,,,,,,,
473,01-08-2018,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed/ Angel Funding,"4,00,000"
474,01-08-2018,HealthFin,Finance,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,N/A
475,02-08-2018,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000"
476,03-08-2018,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,"1,20,000"
477,07-08-2018,My OmNamo,Consumer Internet,Mumbai,N/A,Seed/ Angel Funding,"10,00,000"
478,07-08-2018,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000"
479,07-08-2018,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000"
480,08-08-2018,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000"
481,08-08-2018,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000"
482,08-08-2018,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,"6,60,00,000"
483,09-08-2018,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000"
484,09-08-2018,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000"
485,13-08-2018,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000"
486,13-08-2018,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000"
487,16-08-2018,Enakshi,Consumer Internet,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811"
488,17-08-2018,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000"
489,20-08-2018,Finzy,Finance,Bengaluru,N/A,Seed / Angel Funding,"10,00,000"
490,20-08-2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"48,00,000"
491,22-08-2018,Pi Ventures,Technology,Bengaluru,CDC Group plc ,Private Equity,"60,00,000"
492,22-08-2018,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000"
493,26-08-2018,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Private Equity,"1,34,00,000"
494,26-08-2018,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000"
495,27-08-2018,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000"
496,28-08-2018,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000"
497,30-08-2018,True North,Finance,Mumbai,N/A,Private Equity,"60,00,00,000"
498,01-07-2018,Leena AI,Technology,Gurugram,Y Combinator,Seed/ Angel Funding,N/A
499,02-07-2018,Biryani By Kilo,Consumer Internet,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000"
500,04-07-2018,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000"
501,05/072018,Loan Tap,Consumer Internet,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital ",Private Equity,"62,50,000"
502,06-07-2018,PolicyBazaar,Consumer Internet,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000"
503,09-07-2018,zippserv,Consumer Internet,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000"
504,09-07-2018,Groww,Consumer Internet,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000"
505,10-07-2018,Avenue Growth,Consumer Internet,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000"
506,10-07-2018,iNICU,Healthcare,Delhi,Venture Catalysts,Seed/ Angel Funding,N/A
507,10-07-2018,Kinara Capital,Finance,Bengaluru,ResponsAbility,Private Equity,"50,00,000"
508,10-07-2018,Shop 101,Consumer Internet,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Private Equity,"50,00,000"
509,11-07-2018,Sambandh,Consumer Internet,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000"
510,12-07-2018,19th mile,IT,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"1,80,000"
511,12-07-2018,5th Vital,Healthcare,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,"5,00,000"
512,13-07-2018,MEngage,Healthcare,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"1,75,000"
513,17-07-2018,Ofbusiness,Finance,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Private Equity,"2,90,00,000"
514,17-07-2018,Cars24,Consumer Internet,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000"
515,18-07-2018,The Ken,Consumer Internet,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000"
516,19-07-2018,Book My Show,Consumer Internet,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000"
517,20-07-2018,HousingMan,Consumer Internet,Bengaluru,N/A,Seed/ Angel Funding,"15,00,000"
518,21-07-2018,PaySense,Consumer Internet,Mumbai,PayU & Others,Private Equity,"1,80,00,000"
519,23-07-2018,Yulu Bikes,Technology,Bengaluru,N/A,Seed/ Angel Funding,N/A
520,23-07-2018,VTION,Technology,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,"2,80,000"
521,23-07-2018,Log9 Materials,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,"4,36,000"
522,24-07-2018,kidovators,Ed-Tech,Bengaluru,Gray Matters,Seed/ Angel Funding,"1,80,000"
523,24-07-2018,Digit,Consumer Internet,Pune,Fairfax,Private Equity,"4,50,00,000"
524,25-07-2018,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000"
525,25-07-2018,Trell,Consumer Internet,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000"
526,25-07-2018,iqlect,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,"25,00,000"
527,26-07-2018,Entropik,IT,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,"11,00,000"
528,26-07-2018,Bitla Software,Technology,Bengaluru,MakeMyTrip,Private Equity,N/A
529,26-07-2018,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000"
530,30-07-2018,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000"
531,30-07-2018,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000"
532,31-07-2018,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000"
533,31-07-2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,"50,00,000"
534,01-10-2018,Northmist,Fashion,Delhi,Prashant Jaiswal,Seed/ Angel Funding,N/A
535,02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed/ Angel Funding,"1,10,00,000"
536,04-10-2018,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000"
537,05-10-2018,Droom,Automobile,Gurgaon,ZigExN,Series E,"30,00,000"
538,11-10-2018,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,"40,00,000"
539,12-10-2018,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000"
540,12-10-2018,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,"1,20,00,000"
541,01-09-2018,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000"
542,03-09-2018,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners’ global fund.,Private Equity,"22,50,00,000"
543,03-09-2018,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,"63,90,000"
544,04-09-2018,3HCare,Healthcare,Delhi,N/A,Seed / Angel Funding,"10,00,000"
545,04-09-2018,HappyGoEasy,Consumer Internet,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A
546,05-09-2018,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,"15,72,00,000"
547,05-09-2018,Mad Street Den,Technology,Chennai,KDDI ,Private Equity,N/A
548,06-09-2018,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000"
549,10-09-2018,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000"
550,11-09-2018,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,"3,20,00,000"
551,11-09-2018,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,"55,00,000"
552,11-09-2018,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000"
553,12-09-2018,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Private Equity,"3,00,00,000"
554,,,,,,,
555,01-08-2018,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed/ Angel Funding,"4,00,000"
556,01-08-2018,HealthFin,Finance,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,N/A
557,02-08-2018,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000"
558,03-08-2018,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,"1,20,000"
559,07-08-2018,My OmNamo,Consumer Internet,Mumbai,N/A,Seed/ Angel Funding,"10,00,000"
560,07-08-2018,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000"
561,07-08-2018,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000"
562,08-08-2018,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000"
563,08-08-2018,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000"
564,08-08-2018,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,"6,60,00,000"
565,09-08-2018,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000"
566,09-08-2018,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000"
567,13-08-2018,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000"
568,13-08-2018,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000"
569,16-08-2018,Enakshi,Consumer Internet,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811"
570,17-08-2018,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000"
571,20-08-2018,Finzy,Finance,Bengaluru,N/A,Seed / Angel Funding,"10,00,000"
572,20-08-2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"48,00,000"
573,22-08-2018,Pi Ventures,Technology,Bengaluru,CDC Group plc ,Private Equity,"60,00,000"
574,22-08-2018,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000"
575,26-08-2018,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Private Equity,"1,34,00,000"
576,26-08-2018,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000"
577,27-08-2018,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000"
578,28-08-2018,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000"
579,30-08-2018,True North,Finance,Mumbai,N/A,Private Equity,"60,00,00,000"
580,01-07-2018,Leena AI,Technology,Gurugram,Y Combinator,Seed/ Angel Funding,N/A
581,02-07-2018,Biryani By Kilo,Consumer Internet,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000"
582,04-07-2018,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000"
583,05/072018,Loan Tap,Consumer Internet,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital ",Private Equity,"62,50,000"
584,06-07-2018,PolicyBazaar,Consumer Internet,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000"
585,09-07-2018,zippserv,Consumer Internet,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000"
586,09-07-2018,Groww,Consumer Internet,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000"
587,10-07-2018,Avenue Growth,Consumer Internet,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000"
588,10-07-2018,iNICU,Healthcare,Delhi,Venture Catalysts,Seed/ Angel Funding,N/A
589,10-07-2018,Kinara Capital,Finance,Bengaluru,ResponsAbility,Private Equity,"50,00,000"
590,10-07-2018,Shop 101,Consumer Internet,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Private Equity,"50,00,000"
591,11-07-2018,Sambandh,Consumer Internet,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000"
592,12-07-2018,19th mile,IT,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"1,80,000"
593,12-07-2018,5th Vital,Healthcare,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,"5,00,000"
594,13-07-2018,MEngage,Healthcare,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"1,75,000"
595,17-07-2018,Ofbusiness,Finance,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Private Equity,"2,90,00,000"
596,17-07-2018,Cars24,Consumer Internet,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000"
597,18-07-2018,The Ken,Consumer Internet,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000"
598,19-07-2018,Book My Show,Consumer Internet,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000"
599,20-07-2018,HousingMan,Consumer Internet,Bengaluru,N/A,Seed/ Angel Funding,"15,00,000"
600,21-07-2018,PaySense,Consumer Internet,Mumbai,PayU & Others,Private Equity,"1,80,00,000"
601,23-07-2018,Yulu Bikes,Technology,Bengaluru,N/A,Seed/ Angel Funding,N/A
602,23-07-2018,VTION,Technology,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,"2,80,000"
603,23-07-2018,Log9 Materials,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,"4,36,000"
604,24-07-2018,kidovators,Ed-Tech,Bengaluru,Gray Matters,Seed/ Angel Funding,"1,80,000"
605,24-07-2018,Digit,Consumer Internet,Pune,Fairfax,Private Equity,"4,50,00,000"
606,25-07-2018,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000"
607,25-07-2018,Trell,Consumer Internet,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000"
608,25-07-2018,iqlect,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,"25,00,000"
609,26-07-2018,Entropik,IT,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,"11,00,000"
610,26-07-2018,Bitla Software,Technology,Bengaluru,MakeMyTrip,Private Equity,N/A
611,26-07-2018,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000"
612,30-07-2018,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000"
613,30-07-2018,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000"
614,31-07-2018,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000"
615,31-07-2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,"50,00,000"
